milis,ecg
1436875496808,500
1436875496812,500
1436875496816,501
1436875496820,501
1436875496824,1022
1436875496828,501
1436875496832,501
1436875496836,500
1436875496840,500
1436875496844,500
1436875496848,500
1436875496852,500
1436875496856,500
1436875496860,499
1436875496864,499
1436875496868,499
1436875496872,500
1436875496876,500
1436875496880,500
1436875496884,500
1436875496888,500
1436875496892,500
1436875496896,500
1436875496900,499
1436875496904,1023
1436875496908,499
1436875496912,499
1436875496916,500
1436875496920,501
1436875496924,501
1436875496928,500
1436875496932,500
1436875496936,500
1436875496940,499
1436875496944,499
1436875496948,499
1436875496952,1023
1436875496956,499
1436875496960,499
1436875496964,499
1436875496968,1023
1436875496972,499
1436875496976,499
1436875496980,499
1436875496984,499
1436875496988,498
1436875496992,498
1436875496996,1022
1436875497000,499
1436875497004,499
1436875497008,500
1436875497012,501
1436875497016,501
1436875497020,501
1436875497024,500
1436875497028,500
1436875497032,499
1436875497036,499
1436875497040,499
1436875497044,500
1436875497048,500
1436875497052,500
1436875497056,500
1436875497060,1023
1436875497064,499
1436875497068,499
1436875497072,499
1436875497076,1023
1436875497080,499
1436875497084,499
1436875497088,500
1436875497092,500
1436875497096,500
1436875497100,499
1436875497104,496
1436875497108,1023
1436875497112,485
1436875497116,481
1436875497120,480
1436875497124,485
1436875497128,495
1436875497132,511
1436875497136,531
1436875497140,552
1436875497144,572
1436875497148,585
1436875497152,587
1436875497156,576
1436875497160,555
1436875497164,531
1436875497168,510
1436875497172,497
1436875497176,493
1436875497180,494
1436875497184,497
1436875497188,1022
1436875497192,498
1436875497196,496
1436875497200,496
1436875497204,1023
1436875497208,495
1436875497212,496
1436875497216,496
1436875497220,496
1436875497224,497
1436875497228,497
1436875497232,497
1436875497235,497
1436875497239,497
1436875497243,497
1436875497247,1022
1436875497251,498
1436875497255,498
1436875497259,498
1436875497263,497
1436875497267,497
1436875497271,497
1436875497275,498
1436875497279,1023
1436875497283,499
1436875497287,499
1436875497291,500
1436875497295,500
1436875497299,500
1436875497303,500
1436875497307,500
1436875497311,501
1436875497315,501
1436875497319,502
1436875497323,502
1436875497327,1023
1436875497331,503
1436875497335,503
1436875497339,504
1436875497343,504
1436875497347,504
1436875497351,504
1436875497355,504
1436875497359,504
1436875497363,505
1436875497367,505
1436875497371,505
1436875497375,504
1436875497379,503
1436875497383,502
1436875497387,502
1436875497391,1022
1436875497395,502
1436875497399,501
1436875497403,500
1436875497407,1023
1436875497411,498
1436875497415,497
1436875497419,496
1436875497423,496
1436875497427,495
1436875497431,495
1436875497435,495
1436875497439,1023
1436875497443,496
1436875497447,496
1436875497451,497
1436875497455,497
1436875497459,497
1436875497463,496
1436875497467,496
1436875497471,496
1436875497475,496
1436875497479,497
1436875497483,498
1436875497487,498
1436875497491,498
1436875497495,497
1436875497499,496
1436875497503,497
1436875497507,497
1436875497511,498
1436875497515,1022
1436875497519,498
1436875497523,498
1436875497527,498
1436875497531,1022
1436875497535,499
1436875497539,499
1436875497543,500
1436875497547,1023
1436875497551,499
1436875497555,498
1436875497559,498
1436875497563,1022
1436875497567,498
1436875497571,499
1436875497575,499
1436875497579,1023
1436875497583,499
1436875497587,499
1436875497591,498
1436875497595,1022
1436875497599,498
1436875497603,498
1436875497607,498
1436875497611,1023
1436875497615,499
1436875497619,499
1436875497623,499
1436875497627,1022
1436875497631,498
1436875497635,498
1436875497639,498
1436875497643,1023
1436875497647,499
1436875497651,499
1436875497655,499
1436875497659,1023
1436875497663,499
1436875497667,500
1436875497671,500
1436875497675,1023
1436875497679,499
1436875497683,499
1436875497687,498
1436875497691,1022
1436875497695,499
1436875497699,499
1436875497703,499
1436875497707,500
1436875497711,500
1436875497715,501
1436875497719,501
1436875497723,501
1436875497727,501
1436875497731,501
1436875497735,501
1436875497739,501
1436875497743,500
1436875497747,500
1436875497751,500
1436875497755,500
1436875497759,500
1436875497763,501
1436875497767,501
1436875497771,501
1436875497775,501
1436875497779,500
1436875497783,500
1436875497787,500
1436875497791,501
1436875497795,502
1436875497799,1023
1436875497803,502
1436875497807,499
1436875497811,494
1436875497815,488
1436875497819,482
1436875497823,480
1436875497827,483
1436875497831,493
1436875497835,509
1436875497839,529
1436875497843,551
1436875497847,573
1436875497851,588
1436875497855,593
1436875497859,586
1436875497863,1022
1436875497867,541
1436875497871,517
1436875497875,500
1436875497879,493
1436875497883,492
1436875497887,494
1436875497891,496
1436875497895,496
1436875497899,495
1436875497903,495
1436875497907,494
1436875497911,1022
1436875497915,494
1436875497919,495
1436875497923,495
1436875497927,1022
1436875497931,494
1436875497935,494
1436875497939,494
1436875497943,1022
1436875497947,495
1436875497951,495
1436875497955,495
1436875497959,1023
1436875497963,494
1436875497967,494
1436875497971,495
1436875497975,1023
1436875497979,496
1436875497983,496
1436875497987,497
1436875497991,497
1436875497995,497
1436875497999,497
1436875498003,497
1436875498007,497
1436875498011,498
1436875498015,498
1436875498019,1023
1436875498023,500
1436875498027,501
1436875498031,501
1436875498035,1022
1436875498039,503
1436875498043,503
1436875498047,504
1436875498051,504
1436875498055,504
1436875498059,503
1436875498063,503
1436875498067,1023
1436875498071,503
1436875498075,504
1436875498079,504
1436875498083,504
1436875498087,504
1436875498091,503
1436875498095,502
1436875498099,501
1436875498103,500
1436875498107,499
1436875498111,498
1436875498115,1022
1436875498119,498
1436875498123,498
1436875498127,498
1436875498131,497
1436875498135,497
1436875498139,496
1436875498143,496
1436875498147,496
1436875498151,496
1436875498155,497
1436875498159,497
1436875498163,497
1436875498167,497
1436875498171,497
1436875498175,497
1436875498179,497
1436875498183,496
1436875498187,496
1436875498191,496
1436875498195,496
1436875498199,496
1436875498203,497
1436875498207,497
1436875498211,497
1436875498215,498
1436875498219,498
1436875498223,498
1436875498227,1022
1436875498231,498
1436875498235,498
1436875498239,498
1436875498246,498
1436875498250,498
1436875498254,498
1436875498258,1022
1436875498262,498
1436875498266,498
1436875498270,498
1436875498274,1022
1436875498278,499
1436875498282,499
1436875498286,499
1436875498290,1023
1436875498294,499
1436875498298,499
1436875498302,499
1436875498306,1023
1436875498310,499
1436875498314,499
1436875498318,498
1436875498322,1022
1436875498326,498
1436875498330,498
1436875498334,498
1436875498338,1022
1436875498342,499
1436875498346,499
1436875498350,499
1436875498354,1023
1436875498358,498
1436875498362,499
1436875498366,499
1436875498370,1023
1436875498374,499
1436875498378,499
1436875498382,499
1436875498386,1023
1436875498390,500
1436875498394,500
1436875498398,501
1436875498402,501
1436875498406,501
1436875498410,500
1436875498414,500
1436875498418,500
1436875498422,500
1436875498426,501
1436875498430,501
1436875498434,500
1436875498438,500
1436875498442,499
1436875498446,499
1436875498450,1023
1436875498454,500
1436875498458,501
1436875498462,501
1436875498466,1022
1436875498470,502
1436875498474,501
1436875498478,500
1436875498482,497
1436875498486,492
1436875498490,487
1436875498494,482
1436875498498,480
1436875498502,485
1436875498506,496
1436875498510,513
1436875498514,535
1436875498518,558
1436875498522,578
1436875498526,592
1436875498530,594
1436875498534,584
1436875498538,564
1436875498542,1023
1436875498546,517
1436875498550,502
1436875498554,495
1436875498558,1023
1436875498562,496
1436875498566,498
1436875498570,498
1436875498574,1022
1436875498578,498
1436875498582,498
1436875498586,498
1436875498590,497
1436875498594,497
1436875498598,497
1436875498602,497
1436875498606,497
1436875498610,498
1436875498614,498
1436875498618,499
1436875498622,1023
1436875498626,499
1436875498630,499
1436875498634,499
1436875498638,1023
1436875498642,499
1436875498646,499
1436875498650,499
1436875498654,1023
1436875498658,500
1436875498662,500
1436875498666,500
1436875498670,500
1436875498674,500
1436875498678,500
1436875498682,501
1436875498686,501
1436875498690,502
1436875498694,502
1436875498698,502
1436875498702,1023
1436875498706,503
1436875498710,504
1436875498714,504
1436875498718,504
1436875498722,504
1436875498726,504
1436875498730,504
1436875498734,504
1436875498738,504
1436875498742,504
1436875498746,504
1436875498750,504
1436875498754,504
1436875498758,504
1436875498762,504
1436875498766,503
1436875498770,502
1436875498774,502
1436875498778,501
1436875498782,501
1436875498786,500
1436875498790,500
1436875498794,500
1436875498798,500
1436875498802,500
1436875498806,499
1436875498810,1023
1436875498814,499
1436875498818,499
1436875498822,498
1436875498826,1022
1436875498830,498
1436875498834,498
1436875498838,498
1436875498842,1023
1436875498846,499
1436875498850,499
1436875498854,499
1436875498858,1023
1436875498862,500
1436875498866,500
1436875498870,500
1436875498874,500
1436875498878,500
1436875498882,500
1436875498886,500
1436875498890,500
1436875498894,500
1436875498898,501
1436875498902,500
1436875498906,500
1436875498910,500
1436875498914,500
1436875498918,500
1436875498922,501
1436875498926,502
1436875498930,502
1436875498934,502
1436875498938,1022
1436875498942,501
1436875498946,501
1436875498950,501
1436875498954,501
1436875498958,501
1436875498962,501
1436875498966,501
1436875498970,501
1436875498974,501
1436875498978,501
1436875498982,501
1436875498986,501
1436875498990,500
1436875498994,500
1436875498998,501
1436875499002,501
1436875499006,501
1436875499010,501
1436875499014,501
1436875499018,501
1436875499022,501
1436875499026,501
1436875499030,1022
1436875499034,502
1436875499038,502
1436875499042,503
1436875499046,1023
1436875499050,504
1436875499054,504
1436875499058,503
1436875499062,1023
1436875499066,502
1436875499070,502
1436875499074,502
1436875499078,1022
1436875499082,502
1436875499086,502
1436875499090,502
1436875499094,1023
1436875499098,503
1436875499102,503
1436875499106,503
1436875499110,1023
1436875499114,503
1436875499118,504
1436875499122,504
1436875499126,1023
1436875499130,500
1436875499134,496
1436875499138,490
1436875499142,485
1436875499146,483
1436875499150,486
1436875499154,495
1436875499158,1023
1436875499162,531
1436875499166,552
1436875499170,573
1436875499174,589
1436875499178,595
1436875499182,589
1436875499186,572
1436875499190,548
1436875499194,525
1436875499198,508
1436875499202,499
1436875499206,497
1436875499210,498
1436875499214,500
1436875499218,500
1436875499222,500
1436875499226,499
1436875499230,499
1436875499234,499
1436875499238,1023
1436875499242,499
1436875499246,499
1436875499250,499
1436875499248,500
1436875499252,500
1436875499256,500
1436875499260,500
1436875499264,500
1436875499268,500
1436875499272,500
1436875499276,501
1436875499280,501
1436875499284,501
1436875499288,501
1436875499292,1022
1436875499296,502
1436875499300,502
1436875499304,502
1436875499308,1022
1436875499312,502
1436875499316,502
1436875499320,503
1436875499324,1023
1436875499328,503
1436875499332,503
1436875499336,504
1436875499340,504
1436875499344,504
1436875499348,505
1436875499352,505
1436875499356,505
1436875499360,506
1436875499364,506
1436875499368,506
1436875499372,1022
1436875499376,507
1436875499380,507
1436875499384,507
1436875499388,1023
1436875499392,507
1436875499396,507
1436875499400,507
1436875499404,1023
1436875499408,507
1436875499412,507
1436875499416,507
1436875499420,1023
1436875499424,507
1436875499428,506
1436875499432,505
1436875499436,505
1436875499440,504
1436875499444,504
1436875499448,504
1436875499452,504
1436875499456,505
1436875499460,505
1436875499464,505
1436875499468,505
1436875499472,505
1436875499476,505
1436875499480,505
1436875499484,505
1436875499488,506
1436875499492,506
1436875499496,506
1436875499500,506
1436875499504,506
1436875499508,506
1436875499512,1022
1436875499516,507
1436875499520,507
1436875499524,507
1436875499528,1023
1436875499532,507
1436875499536,508
1436875499540,508
1436875499544,509
1436875499548,509
1436875499552,509
1436875499556,509
1436875499560,1022
1436875499564,512
1436875499568,513
1436875499572,514
1436875499576,1022
1436875499580,515
1436875499584,515
1436875499588,515
1436875499592,1023
1436875499596,515
1436875499600,515
1436875499604,515
1436875499608,1023
1436875499612,515
1436875499616,515
1436875499620,515
1436875499624,1023
1436875499628,515
1436875499632,515
1436875499636,515
1436875499640,1023
1436875499644,515
1436875499648,515
1436875499652,515
1436875499656,1023
1436875499660,515
1436875499664,515
1436875499668,516
1436875499672,516
1436875499676,516
1436875499680,516
1436875499684,517
1436875499688,517
1436875499692,517
1436875499696,517
1436875499700,517
1436875499704,517
1436875499708,517
1436875499712,517
1436875499716,517
1436875499720,517
1436875499724,517
1436875499728,517
1436875499732,517
1436875499736,517
1436875499740,517
1436875499744,517
1436875499748,517
1436875499752,517
1436875499756,517
1436875499760,517
1436875499764,517
1436875499768,517
1436875499772,518
1436875499776,518
1436875499780,1022
1436875499784,517
1436875499788,514
1436875499792,510
1436875499796,505
1436875499800,501
1436875499804,501
1436875499808,506
1436875499812,517
1436875499816,533
1436875499820,552
1436875499824,572
1436875499828,1022
1436875499832,602
1436875499836,604
1436875499840,595
1436875499844,577
1436875499848,554
1436875499852,534
1436875499856,520
1436875499860,513
1436875499864,512
1436875499868,513
1436875499872,514
1436875499876,1023
1436875499880,515
1436875499884,515
1436875499888,515
1436875499892,516
1436875499896,515
1436875499900,515
1436875499904,515
1436875499908,516
1436875499912,516
1436875499916,516
1436875499920,517
1436875499924,517
1436875499928,517
1436875499932,517
1436875499936,516
1436875499940,516
1436875499944,517
1436875499948,517
1436875499952,517
1436875499956,517
1436875499960,517
1436875499964,517
1436875499968,517
1436875499972,517
1436875499976,517
1436875499980,517
1436875499984,517
1436875499988,517
1436875499992,517
1436875499996,517
1436875500000,518
1436875500008,518
1436875500012,518
1436875500016,518
1436875500020,1022
1436875500024,519
1436875500028,518
1436875500032,519
1436875500036,1023
1436875500040,519
1436875500044,519
1436875500048,520
1436875500052,520
1436875500056,520
1436875500060,520
1436875500064,520
1436875500068,520
1436875500072,521
1436875500076,520
1436875500080,520
1436875500084,520
1436875500088,519
1436875500092,519
1436875500096,518
1436875500100,1022
1436875500104,518
1436875500108,518
1436875500112,518
1436875500116,1022
1436875500120,517
1436875500124,517
1436875500128,517
1436875500132,517
1436875500136,517
1436875500140,517
1436875500144,517
1436875500148,517
1436875500152,517
1436875500156,517
1436875500160,517
1436875500164,517
1436875500168,518
1436875500172,518
1436875500176,519
1436875500180,1023
1436875500184,518
1436875500188,518
1436875500192,518
1436875500196,517
1436875500200,518
1436875500204,518
1436875500208,518
1436875500212,517
1436875500216,517
1436875500220,517
1436875500224,517
1436875500228,517
1436875500232,517
1436875500236,517
1436875500240,517
1436875500244,517
1436875500248,517
1436875500252,517
1436875500256,517
1436875500260,516
1436875500264,516
1436875500268,516
1436875500272,516
1436875500276,516
1436875500280,516
1436875500284,516
1436875500288,516
1436875500292,516
1436875500296,516
1436875500300,516
1436875500304,516
1436875500308,515
1436875500312,515
1436875500316,515
1436875500320,1023
1436875500324,515
1436875500328,515
1436875500332,515
1436875500336,1023
1436875500340,515
1436875500344,515
1436875500348,515
1436875500352,1023
1436875500356,515
1436875500360,515
1436875500364,515
1436875500368,1023
1436875500372,515
1436875500376,514
1436875500380,514
1436875500384,1022
1436875500388,514
1436875500392,514
1436875500396,514
1436875500400,513
1436875500404,513
1436875500408,513
1436875500412,513
1436875500416,1022
1436875500420,514
1436875500424,514
1436875500428,514
1436875500432,1022
1436875500436,514
1436875500440,515
1436875500444,515
1436875500448,1023
1436875500452,515
1436875500456,516
1436875500460,516
1436875500464,516
1436875500468,516
1436875500472,515
1436875500476,515
1436875500480,1023
1436875500484,515
1436875500488,515
1436875500492,515
1436875500496,1023
1436875500500,515
1436875500504,515
1436875500508,515
1436875500512,515
1436875500516,515
1436875500520,515
1436875500524,1023
1436875500528,515
1436875500532,516
1436875500536,516
1436875500540,516
1436875500544,514
1436875500548,511
1436875500552,506
1436875500556,501
1436875500560,499
1436875500564,500
1436875500568,507
1436875500572,1022
1436875500576,535
1436875500580,553
1436875500584,572
1436875500588,589
1436875500592,600
1436875500596,600
1436875500600,589
1436875500604,1022
1436875500608,547
1436875500612,527
1436875500616,515
1436875500620,1022
1436875500624,510
1436875500628,511
1436875500632,512
1436875500636,1023
1436875500640,511
1436875500644,510
1436875500648,510
1436875500652,1022
1436875500656,510
1436875500660,510
1436875500664,510
1436875500668,1022
1436875500672,510
1436875500676,510
1436875500680,510
1436875500684,1022
1436875500688,510
1436875500692,510
1436875500696,510
1436875500700,1022
1436875500704,511
1436875500708,511
1436875500712,511
1436875500716,1023
1436875500720,511
1436875500724,511
1436875500728,511
1436875500732,1023
1436875500736,511
1436875500740,511
1436875500744,511
1436875500748,512
1436875500752,512
1436875500756,512
1436875500760,512
1436875500764,512
1436875500768,512
1436875500772,512
1436875500776,512
1436875500780,513
1436875500784,513
1436875500788,513
1436875500792,513
1436875500796,513
1436875500800,513
1436875500804,514
1436875500808,1022
1436875500812,514
1436875500816,515
1436875500820,515
1436875500824,1023
1436875500828,515
1436875500832,515
1436875500836,515
1436875500840,1023
1436875500844,515
1436875500848,515
1436875500852,514
1436875500856,1022
1436875500860,514
1436875500864,513
1436875500868,513
1436875500872,513
1436875500876,513
1436875500880,512
1436875500884,512
1436875500888,513
1436875500892,513
1436875500896,513
1436875500900,513
1436875500904,513
1436875500908,512
1436875500912,512
1436875500916,512
1436875500920,512
1436875500924,512
1436875500928,512
1436875500932,512
1436875500936,512
1436875500940,512
1436875500944,512
1436875500948,512
1436875500952,512
1436875500956,512
1436875500960,512
1436875500964,512
1436875500968,1023
1436875500972,511
1436875500976,511
1436875500980,511
1436875500984,1023
1436875500988,511
1436875500992,511
1436875500996,510
1436875501000,1022
1436875501004,510
1436875501008,510
1436875501012,509
1436875501016,509
1436875501020,509
1436875501024,509
1436875501028,509
1436875501032,509
1436875501036,509
1436875501040,509
1436875501044,508
1436875501048,508
1436875501052,508
1436875501056,508
1436875501060,508
1436875501064,508
1436875501068,508
1436875501072,508
1436875501076,508
1436875501080,508
1436875501084,508
1436875501088,508
1436875501092,508
1436875501096,508
1436875501100,508
1436875501104,508
1436875501108,508
1436875501112,508
1436875501116,508
1436875501120,508
1436875501124,508
1436875501128,508
1436875501132,508
1436875501136,508
1436875501140,508
1436875501144,508
1436875501148,508
1436875501152,508
1436875501156,508
1436875501160,508
1436875501164,508
1436875501168,508
1436875501172,508
1436875501176,508
1436875501180,508
1436875501184,508
1436875501188,508
1436875501192,507
1436875501196,508
1436875501200,508
1436875501204,508
1436875501208,508
1436875501212,507
1436875501216,507
1436875501220,1023
1436875501224,507
1436875501228,507
1436875501232,507
1436875501236,1023
1436875501240,508
1436875501244,508
1436875501248,508
1436875501252,508
1436875501256,508
1436875501260,508
1436875501264,508
1436875501268,508
1436875501272,508
1436875501276,507
1436875501280,1023
1436875501284,507
1436875501288,507
1436875501292,507
1436875501296,1023
1436875501300,507
1436875501304,507
1436875501308,507
1436875501312,508
1436875501316,508
1436875501320,509
1436875501324,509
1436875501328,509
1436875501332,509
1436875501336,509
1436875501340,509
1436875501344,509
1436875501348,509
1436875501352,509
1436875501356,509
1436875501360,509
1436875501364,509
1436875501368,509
1436875501372,508
1436875501376,508
1436875501380,508
1436875501384,508
1436875501388,508
1436875501392,509
1436875501396,508
1436875501400,508
1436875501404,508
1436875501408,509
1436875501412,510
1436875501416,510
1436875501420,509
1436875501424,1023
1436875501428,503
1436875501432,498
1436875501436,494
1436875501440,492
1436875501444,494
1436875501448,501
1436875501452,512
1436875501456,528
1436875501460,545
1436875501464,564
1436875501468,580
1436875501472,589
1436875501476,589
1436875501480,578
1436875501484,559
1436875501488,537
1436875501492,519
1436875501496,507
1436875501500,503
1436875501504,1023
1436875501508,504
1436875501512,504
1436875501516,504
1436875501520,503
1436875501524,503
1436875501528,503
1436875501532,1023
1436875501536,503
1436875501540,502
1436875501544,502
1436875501548,1022
1436875501552,502
1436875501556,502
1436875501560,502
1436875501564,1022
1436875501568,503
1436875501572,503
1436875501576,503
1436875501580,1023
1436875501584,503
1436875501588,503
1436875501592,503
1436875501596,1023
1436875501600,503
1436875501604,503
1436875501608,503
1436875501612,504
1436875501616,504
1436875501620,504
1436875501624,504
1436875501628,504
1436875501632,504
1436875501636,504
1436875501640,504
1436875501644,505
1436875501648,505
1436875501652,505
1436875501656,505
1436875501660,505
1436875501664,505
1436875501668,505
1436875501672,505
1436875501676,505
1436875501680,505
1436875501684,505
1436875501688,505
1436875501692,1022
1436875501696,506
1436875501700,507
1436875501704,507
1436875501708,1023
1436875501712,507
1436875501716,507
1436875501720,507
1436875501724,1023
1436875501728,507
1436875501732,506
1436875501736,506
1436875501740,1022
1436875501744,506
1436875501748,506
1436875501752,505
1436875501756,505
1436875501760,505
1436875501764,505
1436875501768,505
1436875501772,505
1436875501776,505
1436875501780,506
1436875501784,1022
1436875501788,506
1436875501792,506
1436875501796,506
1436875501800,1022
1436875501804,506
1436875501808,506
1436875501812,506
1436875501816,1022
1436875501820,506
1436875501824,506
1436875501828,506
1436875501832,1022
1436875501836,506
1436875501840,506
1436875501844,506
1436875501848,1023
1436875501852,507
1436875501856,507
1436875501860,507
1436875501864,1022
1436875501868,506
1436875501872,506
1436875501876,506
1436875501880,1022
1436875501884,506
1436875501888,506
1436875501892,506
1436875501896,1022
1436875501900,506
1436875501904,506
1436875501908,506
1436875501912,1022
1436875501916,506
1436875501920,506
1436875501924,505
1436875501928,505
1436875501932,506
1436875501936,506
1436875501940,506
1436875501944,1022
1436875501948,506
1436875501952,506
1436875501956,506
1436875501960,1022
1436875501964,506
1436875501968,506
1436875501972,506
1436875501976,1022
1436875501980,506
1436875501984,506
1436875501988,506
1436875501992,1022
1436875501996,506
1436875502000,506
1436875502004,506
1436875502008,1022
1436875502012,506
1436875502016,506
1436875502020,506
1436875502024,506
1436875502028,506
1436875502032,506
1436875502036,1022
1436875502040,506
1436875502044,506
1436875502048,506
1436875502052,1022
1436875502056,506
1436875502060,506
1436875502064,506
1436875502068,1022
1436875502072,506
1436875502076,506
1436875502080,506
1436875502084,1022
1436875502088,506
1436875502092,506
1436875502096,506
1436875502100,1022
1436875502104,506
1436875502108,506
1436875502112,507
1436875502116,1023
1436875502120,507
1436875502124,506
1436875502128,506
1436875502132,1022
1436875502136,506
1436875502140,506
1436875502144,506
1436875502148,1022
1436875502152,506
1436875502156,506
1436875502160,506
1436875502164,1022
1436875502168,506
1436875502172,506
1436875502176,506
1436875502180,1022
1436875502184,505
1436875502188,505
1436875502192,506
1436875502196,1022
1436875502200,506
1436875502204,507
1436875502208,507
1436875502212,1023
1436875502216,507
1436875502220,507
1436875502224,507
1436875502228,1023
1436875502232,507
1436875502236,507
1436875502240,507
1436875502244,1023
1436875502248,507
1436875502252,506
1436875502256,506
1436875502260,1022
1436875502264,506
1436875502268,506
1436875502272,506
1436875502276,506
1436875502280,506
1436875502284,506
1436875502288,1023
1436875502292,507
1436875502296,508
1436875502300,507
1436875502304,505
1436875502308,502
1436875502312,497
1436875502316,493
1436875502320,1023
1436875502324,492
1436875502328,498
1436875502332,509
1436875502336,1022
1436875502340,539
1436875502344,556
1436875502348,571
1436875502352,581
1436875502356,581
1436875502360,572
1436875502364,554
1436875502368,1022
1436875502372,516
1436875502376,505
1436875502380,501
1436875502384,501
1436875502388,502
1436875502392,503
1436875502396,503
1436875502400,1022
1436875502404,502
1436875502408,501
1436875502412,501
1436875502416,500
1436875502420,500
1436875502424,500
1436875502428,501
1436875502432,501
1436875502436,501
1436875502440,501
1436875502444,501
1436875502448,501
1436875502452,501
1436875502456,501
1436875502460,501
1436875502464,501
1436875502468,501
1436875502472,501
1436875502476,501
1436875502480,501
1436875502484,501
1436875502488,501
1436875502492,501
1436875502496,1022
1436875502500,502
1436875502504,502
1436875502508,502
1436875502512,1023
1436875502516,503
1436875502520,503
1436875502524,503
1436875502528,503
1436875502532,503
1436875502536,503
1436875502540,504
1436875502544,504
1436875502548,505
1436875502552,505
1436875502556,505
1436875502560,504
1436875502564,504
1436875502568,504
1436875502572,504
1436875502576,505
1436875502580,505
1436875502584,505
1436875502588,505
1436875502592,506
1436875502596,505
1436875502600,505
1436875502604,505
1436875502608,504
1436875502612,504
1436875502616,503
1436875502620,1023
1436875502624,503
1436875502628,502
1436875502632,502
1436875502636,1022
1436875502640,502
1436875502644,502
1436875502648,501
1436875502652,501
1436875502656,501
1436875502660,501
1436875502664,502
1436875502668,1022
1436875502672,503
1436875502676,503
1436875502680,503
1436875502684,1023
1436875502688,503
1436875502692,503
1436875502696,503
1436875502700,504
1436875502704,504
1436875502708,504
1436875502712,504
1436875502716,504
1436875502720,504
1436875502724,504
1436875502728,504
1436875502732,1023
1436875502736,503
1436875502740,503
1436875502744,503
1436875502748,504
1436875502752,504
1436875502756,504
1436875502760,503
1436875502764,1023
1436875502768,503
1436875502772,503
1436875502776,503
1436875502780,503
1436875502784,503
1436875502788,503
1436875502792,1023
1436875502796,503
1436875502800,503
1436875502804,502
1436875502808,1022
1436875502812,502
1436875502816,502
1436875502820,502
1436875502824,1022
1436875502828,503
1436875502832,503
1436875502836,503
1436875502840,1023
1436875502844,503
1436875502848,503
1436875502852,503
1436875502856,1022
1436875502860,502
1436875502864,502
1436875502868,502
1436875502872,1022
1436875502876,502
1436875502880,503
1436875502884,503
1436875502888,1023
1436875502892,503
1436875502896,503
1436875502900,503
1436875502904,1023
1436875502908,503
1436875502912,503
1436875502916,503
1436875502920,1023
1436875502924,503
1436875502928,503
1436875502932,503
1436875502936,1022
1436875502940,503
1436875502944,503
1436875502948,503
1436875502952,1023
1436875502956,503
1436875502960,503
1436875502964,502
1436875502968,1022
1436875502972,502
1436875502976,502
1436875502980,502
1436875502984,1022
1436875502988,502
1436875502992,502
1436875502996,502
1436875503000,1022
1436875503004,502
1436875503008,502
1436875503012,503
1436875503016,1023
1436875503020,504
1436875503024,504
1436875503028,504
1436875503032,504
1436875503036,504
1436875503040,504
1436875503044,505
1436875503048,505
1436875503052,505
1436875503056,505
1436875503060,504
1436875503064,504
1436875503068,504
1436875503072,504
1436875503076,1023
1436875503080,503
1436875503084,503
1436875503088,503
1436875503092,1023
1436875503096,503
1436875503100,503
1436875503104,504
1436875503108,504
1436875503112,505
1436875503116,504
1436875503120,503
1436875503124,1023
1436875503128,494
1436875503132,489
1436875503136,487
1436875503140,489
1436875503144,496
1436875503148,509
1436875503152,525
1436875503156,1023
1436875503160,561
1436875503164,575
1436875503168,581
1436875503172,577
1436875503176,563
1436875503180,542
1436875503184,522
1436875503188,1022
1436875503192,499
1436875503196,498
1436875503200,500
1436875503204,501
1436875503208,502
1436875503212,501
1436875503216,501
1436875503220,501
1436875503224,500
1436875503228,500
1436875503232,500
1436875503236,500
1436875503240,500
1436875503244,501
1436875503248,501
1436875503252,501
1436875503256,501
1436875503260,501
1436875503264,501
1436875503268,501
1436875503272,502
1436875503276,502
1436875503280,502
1436875503284,502
1436875503288,502
1436875503292,502
1436875503296,1023
1436875503300,503
1436875503304,503
1436875503308,503
1436875503312,1023
1436875503316,503
1436875503320,504
1436875503324,504
1436875503328,505
1436875503332,506
1436875503336,506
1436875503340,506
1436875503344,1022
1436875503348,507
1436875503352,507
1436875503356,508
1436875503360,508
1436875503364,508
1436875503368,508
1436875503372,508
1436875503376,508
1436875503380,508
1436875503384,508
1436875503388,509
1436875503392,509
1436875503396,509
1436875503400,509
1436875503404,508
1436875503408,508
1436875503412,508
1436875503416,507
1436875503420,506
1436875503424,505
1436875503428,504
1436875503432,503
1436875503436,503
1436875503440,1022
1436875503444,502
1436875503448,501
1436875503452,501
1436875503456,1022
1436875503460,502
1436875503464,502
1436875503468,502
1436875503472,501
1436875503476,501
1436875503480,501
1436875503484,501
1436875503488,1022
1436875503492,502
1436875503496,502
1436875503500,502
1436875503504,1022
1436875503508,502
1436875503512,502
1436875503516,502
1436875503520,1022
1436875503524,503
1436875503528,502
1436875503532,502
1436875503536,503
1436875503540,503
1436875503544,503
1436875503548,1023
1436875503552,503
1436875503556,503
1436875503560,503
1436875503564,1023
1436875503568,503
1436875503572,503
1436875503576,503
1436875503580,1023
1436875503584,503
1436875503588,503
1436875503592,503
1436875503596,1023
1436875503600,503
1436875503604,503
1436875503608,503
1436875503612,1023
1436875503616,503
1436875503620,503
1436875503624,503
1436875503628,1023
1436875503632,503
1436875503636,503
1436875503640,503
1436875503644,1023
1436875503648,503
1436875503652,503
1436875503656,503
1436875503660,1022
1436875503664,502
1436875503668,503
1436875503672,503
1436875503676,504
1436875503680,504
1436875503684,504
1436875503688,504
1436875503692,504
